TRDD2-201	TRDD2
LIMA1-216	LIMA1
LIMA1-213	LIMA1
LIMA1-208	LIMA1
LIMA1-205	LIMA1
LACTB2-203	LACTB2
LACTB2-201	LACTB2
SEPT5-210	SEPT5
SEPT5-204	SEPT5
SEPT5-203	SEPT5
SEPT5-205	SEPT5
SEPT5-211	AC000093.1
SEPT5-208	SEPT5
SEPT5-201	SEPT5
SEPT5-209	SEPT5
SEPT5-207	AC000093.1
SEPT5-202	SEPT5
SEPT5-206	SEPT5
LRP2BP-201	LRP2BP
LRP2BP-203	LRP2BP
LRP2BP-202	LRP2BP
LRP2BP-204	LRP2BP
BUB3-203	BUB3
BUB3-202	BUB3
BUB3-201	BUB3
BUB3-204	BUB3
RNF103-CHMP3-202	RNF103-CHMP3
RNF103-CHMP3-201	RNF103-CHMP3
FBXL19-206	FBXL19
FBXL19-204	FBXL19
FBXL19-201	FBXL19
FBXL19-205	FBXL19
FBXL19-207	FBXL19
FBXL19-203	FBXL19
FBXL19-209	FBXL19
FBXL19-208	FBXL19
FBXL19-202	FBXL19
FSCN3-201	FSCN3
FSCN3-205	FSCN3
FSCN3-202	FSCN3
KANSL1-268	KANSL1
KANSL1-261	KANSL1
KANSL1-255	KANSL1
KANSL1-253	KANSL1
KANSL1-258	KANSL1
KANSL1-267	KANSL1
KANSL1-263	KANSL1
KANSL1-254	KANSL1
PRKCSH-212	PRKCSH
PRKCSH-214	PRKCSH
PRKCSH-208	PRKCSH
PRKCSH-207	PRKCSH
PRKCSH-206	PRKCSH
PRKCSH-217	PRKCSH
PRKCSH-219	PRKCSH
PRKCSH-205	PRKCSH
PRKCSH-209	PRKCSH
PRKCSH-203	PRKCSH
IER3-206	IER3
IER3-205	IER3
TMEM95-202	TMEM95
TMEM95-203	TMEM95
TMEM95-201	TMEM95
ANGPTL6-203	ANGPTL6
ANGPTL6-204	ANGPTL6
ANGPTL6-201	ANGPTL6
TMEM175-211	TMEM175
TMEM175-201	TMEM175
TMEM175-216	TMEM175
TMEM175-217	TMEM175
TMEM175-219	TMEM175
TMEM175-207	TMEM175
TMEM175-213	TMEM175
TMEM175-215	TMEM175
TMEM175-220	TMEM175
TMEM175-212	TMEM175
TMEM175-214	TMEM175
TMEM175-218	TMEM175
TMEM175-222	TMEM175
ADSSL1-201	ADSSL1
ADSSL1-207	ADSSL1
ADSSL1-202	ADSSL1
ADSSL1-203	ADSSL1
ADSSL1-210	ADSSL1
ADSSL1-208	ADSSL1
CNGB1-201	CNGB1
CNGB1-204	CNGB1
CNGB1-207	CNGB1
CNGB1-202	CNGB1
CNGB1-203	CNGB1
LDLRAD1-202	LDLRAD1
LDLRAD1-201	LDLRAD1
LDLRAD1-204	LDLRAD1
LDLRAD1-203	LDLRAD1
HELT-204	HELT
HELT-202	HELT
HELT-201	HELT
TUBG1-204	TUBG1
TUBG1-205	TUBG1
TUBG1-201	TUBG1
COMMD9-206	COMMD9
COMMD9-203	COMMD9
COMMD9-201	COMMD9
PIGN-236	PIGN
PIGN-234	PIGN
PIGN-245	PIGN
PIGN-240	PIGN
PIGN-251	PIGN
PIGN-201	PIGN
PIGN-242	PIGN
PIGN-230	PIGN
PIGN-243	PIGN
PIGN-220	PIGN
PIGN-247	PIGN
PIGN-233	PIGN
PIGN-225	PIGN
PIGN-237	PIGN
PIGN-202	PIGN
PIGN-239	PIGN
PIGN-238	PIGN
PIGN-229	PIGN
PIGN-223	PIGN
PIGN-248	PIGN
PIGN-246	PIGN
PIGN-249	PIGN
PIGN-228	PIGN
PIGN-224	PIGN
PIGN-241	PIGN
PIGN-221	PIGN
PIGN-231	PIGN
PIGN-216	PIGN
PIGN-222	PIGN
PIGN-212	PIGN
PIGN-210	PIGN
PIGN-226	PIGN
PIGN-207	PIGN
PIGN-217	PIGN
PIGN-203	PIGN
PIGN-218	PIGN
PIGN-214	PIGN
PIGN-204	PIGN
PIGN-215	PIGN
PIGN-205	PIGN
PIGN-206	PIGN
MAPKAPK3-208	MAPKAPK3
MAPKAPK3-204	MAPKAPK3
MAPKAPK3-205	MAPKAPK3
MAPKAPK3-201	MAPKAPK3
MAPKAPK3-202	MAPKAPK3
MAPKAPK3-203	MAPKAPK3
SERPINE3-204	SERPINE3
SERPINE3-202	SERPINE3
SERPINE3-203	SERPINE3
SERPINE3-201	SERPINE3
HTRA4-201	HTRA4
TRIM50-201	TRIM50
TRIM50-202	TRIM50
MACC1-202	MACC1
MACC1-201	MACC1
MACC1-205	MACC1
NR1D1-201	NR1D1
PTRHD1-201	PTRHD1
HIST1H2BE-202	HIST1H2BE
HIST1H2BE-201	HIST1H2BE
PTPRG-201	PTPRG
PTPRG-203	PTPRG
PRSS41-201	PRSS41
KLRF1-208	KLRF1
KLRF1-205	KLRF1
KLRF1-203	KLRF1
KLRF1-204	KLRF1
KLRF1-207	KLRF1
KLRF1-201	KLRF1
KLRF1-202	KLRF1
PPIC-201	PPIC
CSAG1-203	CSAG1
CSAG1-201	CSAG1
CSAG1-202	CSAG1
CSAG1-204	CSAG1
MRPL9-202	MRPL9
MRPL9-205	MRPL9
MRPL9-201	MRPL9
MRPL9-207	MRPL9
MRPL9-209	MRPL9
MRPL9-210	MRPL9
MRPL9-208	MRPL9
NTF4-201	NTF4
NTF4-203	NTF4
TRIM6-TRIM34-201	TRIM6-TRIM34
ZNF311-201	ZNF311
UBA5-202	UBA5
UBA5-211	UBA5
UBA5-205	UBA5
UBA5-208	UBA5
UBA5-213	UBA5
UBA5-214	UBA5
UBA5-203	UBA5
UBA5-210	UBA5
UBA5-201	UBA5
NPHP3-ACAD11-201	NPHP3-ACAD11
NPHP3-ACAD11-202	NPHP3-ACAD11
KCNK18-201	KCNK18
ZFP14-201	ZFP14
ZFP14-202	ZFP14
NCR3-242	NCR3
NCR3-244	NCR3
NCR3-243	NCR3
NCR3-245	NCR3
NCR3-246	NCR3
CKAP5-210	CKAP5
CKAP5-202	CKAP5
CKAP5-204	CKAP5
CKAP5-208	CKAP5
CKAP5-206	CKAP5
CKAP5-205	CKAP5
CKAP5-201	CKAP5
FGFR2-206	FGFR2
FGFR2-218	FGFR2
FGFR2-227	FGFR2
FGFR2-204	FGFR2
FGFR2-212	FGFR2
FGFR2-222	FGFR2
FGFR2-211	FGFR2
FGFR2-214	FGFR2
FGFR2-202	FGFR2
FGFR2-215	FGFR2
FGFR2-208	FGFR2
FGFR2-209	FGFR2
FGFR2-210	FGFR2
FGFR2-201	FGFR2
FGFR2-207	FGFR2
FGFR2-225	FGFR2
FGFR2-223	FGFR2
FGFR2-226	FGFR2
FGFR2-205	FGFR2
FGFR2-224	FGFR2
FGFR2-213	FGFR2
FGFR2-203	FGFR2
NEK9-201	NEK9
NEK9-204	NEK9
NEK9-211	NEK9
NEK9-202	NEK9
NEK9-203	NEK9
SLA-215	SLA
SLA-222	SLA
SLA-213	SLA
SLA-212	SLA
SLA-201	SLA
SLA-203	SLA
SLA-202	SLA
SLA-223	SLA
SLA-206	SLA
SLA-218	SLA
SLA-210	SLA
SLA-219	SLA
MTX3-203	MTX3
MTX3-201	MTX3
MTX3-202	MTX3
MTX3-204	MTX3
MAN2A1-201	MAN2A1
SPA17-201	SPA17
SPA17-204	SPA17
ZNF146-201	ZNF146
ZNF146-202	ZNF146
ENY2-214	ENY2
ENY2-210	ENY2
ENY2-211	ENY2
ENY2-202	ENY2
ENY2-201	ENY2
ENY2-208	ENY2
ENY2-215	ENY2
PTOV1-202	PTOV1
PTOV1-218	PTOV1
PTOV1-214	PTOV1
PTOV1-219	PTOV1
PTOV1-212	PTOV1
PTOV1-220	PTOV1
PTOV1-215	PTOV1
PTOV1-216	PTOV1
PTOV1-208	PTOV1
PTOV1-201	PTOV1
BRCA1-203	BRCA1
BRCA1-201	BRCA1
BRCA1-208	BRCA1
BRCA1-225	BRCA1
BRCA1-226	BRCA1
BRCA1-227	BRCA1
BRCA1-221	BRCA1
BRCA1-210	BRCA1
BRCA1-205	BRCA1
BRCA1-219	BRCA1
BRCA1-216	BRCA1
BRCA1-215	BRCA1
BRCA1-222	BRCA1
BRCA1-217	BRCA1
BRCA1-206	BRCA1
BRCA1-202	BRCA1
BRCA1-230	BRCA1
BRCA1-204	BRCA1
BRCA1-209	BRCA1
BRCA1-214	BRCA1
BRCA1-220	BRCA1
BRCA1-224	BRCA1
BRCA1-223	BRCA1
BRCA1-212	BRCA1
BRCA1-213	BRCA1
BRCA1-207	BRCA1
BRCA1-218	BRCA1
BRCA1-228	BRCA1
SFMBT2-201	SFMBT2
SFMBT2-203	SFMBT2
SFMBT2-202	SFMBT2
SFMBT2-204	SFMBT2
TARS2-203	TARS2
TARS2-204	TARS2
TARS2-214	TARS2
TARS2-201	TARS2
TARS2-210	TARS2
TARS2-205	TARS2
KRTAP9-6-201	KRTAP9-6
KRTAP9-4-201	KRTAP9-4
C11orf87-201	C11orf87
IL13-201	IL13
IL13-206	IL13
KMT5A-202	KMT5A
KMT5A-204	KMT5A
KMT5A-203	KMT5A
KMT5A-201	KMT5A
KIR3DL3-206	KIR3DL3
HOXB13-201	HOXB13
CACNA2D3-206	CACNA2D3
CACNA2D3-210	CACNA2D3
CACNA2D3-204	CACNA2D3
CACNA2D3-207	CACNA2D3
CACNA2D3-211	CACNA2D3
CACNA2D3-203	CACNA2D3
CACNA2D3-202	CACNA2D3
CACNA2D3-212	CACNA2D3
CACNA2D3-201	CACNA2D3
KRTAP4-3-201	KRTAP4-3
RBCK1-207	RBCK1
RBCK1-204	RBCK1
RBCK1-202	RBCK1
RBCK1-209	RBCK1
RBCK1-213	RBCK1
RBCK1-210	RBCK1
RBCK1-201	RBCK1
RBCK1-203	RBCK1
RBCK1-206	RBCK1
RBCK1-208	RBCK1
RBCK1-215	RBCK1
SNX8-201	SNX8
SNX8-203	SNX8
SNX8-206	SNX8
SNX8-204	SNX8
SNX8-205	SNX8
SNX8-202	SNX8
PPP1R10-229	PPP1R10
DLGAP4-204	DLGAP4
DLGAP4-203	DLGAP4
DLGAP4-206	DLGAP4
DLGAP4-212	DLGAP4
DLGAP4-215	DLGAP4
DLGAP4-202	DLGAP4
DLGAP4-213	DLGAP4
DLGAP4-205	DLGAP4
DLGAP4-201	DLGAP4
PWWP2A-201	PWWP2A
PWWP2A-206	PWWP2A
PWWP2A-203	PWWP2A
PWWP2A-202	PWWP2A
PWWP2A-205	PWWP2A
PWWP2A-204	PWWP2A
KDELC2-201	KDELC2
KDELC2-202	KDELC2
KDELC2-205	KDELC2
KDELC2-204	KDELC2
ZNF202-201	ZNF202
ZNF202-207	ZNF202
ZNF202-206	ZNF202
ZNF202-209	ZNF202
ZNF202-204	ZNF202
ZNF202-203	ZNF202
HOMER1-202	HOMER1
HOMER1-201	HOMER1
HOMER1-204	HOMER1
HOMER1-205	HOMER1
IFI27-207	IFI27
IFI27-212	IFI27
IFI27-204	IFI27
IFI27-211	IFI27
IFI27-215	IFI27
IFI27-202	IFI27
IFI27-214	IFI27
IFI27-206	IFI27
IFI27-208	IFI27
IFI27-210	IFI27
IFI27-213	IFI27
DPP7-201	DPP7
DPP7-204	DPP7
DPP7-206	DPP7
DPP7-203	DPP7
DPP7-205	DPP7
DPP7-213	DPP7
PCBP4-202	PCBP4
PCBP4-205	PCBP4
PCBP4-212	PCBP4
PCBP4-208	PCBP4
PCBP4-210	PCBP4
PCBP4-207	PCBP4
PCBP4-206	PCBP4
PCBP4-217	PCBP4
PCBP4-213	PCBP4
PCBP4-214	PCBP4
PCBP4-211	PCBP4
PCBP4-204	PCBP4
PCBP4-203	PCBP4
PCBP4-201	PCBP4
FSTL3-201	FSTL3
FSTL3-203	FSTL3
FSTL3-206	FSTL3
FSTL3-202	FSTL3
FSTL3-204	FSTL3
FSTL3-207	FSTL3
B3GALT4-201	B3GALT4
BX276092.9-201	BX276092.9
BX276092.9-202	BX276092.9
INTS12-209	INTS12
INTS12-211	INTS12
INTS12-210	INTS12
INTS12-205	INTS12
INTS12-203	INTS12
INTS12-204	INTS12
INTS12-208	INTS12
INTS12-206	INTS12
INTS12-201	INTS12
INTS12-202	INTS12
UPK3A-202	UPK3A
UPK3A-201	UPK3A
GJB4-201	GJB4
TNC-203	TNC
TNC-202	TNC
TNC-210	TNC
TNC-209	TNC
TNC-214	TNC
TNC-213	TNC
TNC-212	TNC
TNC-211	TNC
TNC-201	TNC
MDFIC-201	MDFIC
MDFIC-202	MDFIC
MDFIC-206	MDFIC
MDFIC-203	MDFIC
MDFIC-205	MDFIC
MDFIC-204	MDFIC
MDFIC-207	MDFIC
MDFIC-208	MDFIC
SELENOK-204	SELENOK
SELENOK-203	SELENOK
SELENOK-205	SELENOK
TBC1D13-202	TBC1D13
TBC1D13-201	TBC1D13
ABCA10-207	ABCA10
ABCA10-205	ABCA10
ABCA10-201	ABCA10
ABCA10-206	ABCA10
ABCA10-202	ABCA10
ABCA10-208	ABCA10
ABCA10-209	ABCA10
ABCA10-211	ABCA10
C9orf153-201	C9orf153
C9orf153-202	C9orf153
C9orf153-204	C9orf153
C9orf153-205	C9orf153
COL4A4-201	COL4A4
DIEXF-201	UTP25
DIEXF-202	UTP25
COL19A1-201	COL19A1
COL19A1-203	COL19A1
COL19A1-205	COL19A1
MTNR1B-202	MTNR1B
MTNR1B-203	MTNR1B
MTNR1B-201	MTNR1B
KLRB1-201	KLRB1
IKZF4-202	IKZF4
IKZF4-206	IKZF4
IKZF4-203	IKZF4
IKZF4-213	IKZF4
IKZF4-201	IKZF4
IKZF4-210	IKZF4
CCNB1-201	CCNB1
CCNB1-204	CCNB1
CCNB1-206	CCNB1
CCNB1-205	CCNB1
CCNB1-202	CCNB1
CCNB1-203	CCNB1
SLC6A7-201	SLC6A7
SLC6A7-203	SLC6A7
ZNF408-201	ZNF408
MAGEA4-210	MAGEA4
MAGEA4-213	MAGEA4
MAGEA4-209	MAGEA4
MAGEA4-212	MAGEA4
MAGEA4-204	MAGEA4
MAGEA4-208	MAGEA4
MAGEA4-207	MAGEA4
MAGEA4-214	MAGEA4
MAGEA4-203	MAGEA4
MAGEA4-202	MAGEA4
MAGEA4-211	MAGEA4
MAGEA4-206	MAGEA4
MAGEA4-205	MAGEA4
MAGEA4-201	MAGEA4
ZNF28-203	ZNF28
ZNF28-204	ZNF28
ZNF28-202	ZNF28
ZNF28-208	ZNF28
ZNF28-207	ZNF28
ZNF28-201	ZNF28
KCNB2-201	KCNB2
CTAGE1-202	CTAGE1
CTAGE1-201	CTAGE1
KIR2DL1-220	KIR2DL1
TRIM27-215	TRIM27
TRIM27-217	TRIM27
TRIM27-216	TRIM27
PTK7-202	PTK7
PTK7-212	PTK7
PTK7-208	PTK7
PTK7-210	PTK7
PTK7-204	PTK7
PTK7-205	PTK7
PTK7-203	PTK7
PTK7-201	PTK7
PTK7-213	PTK7
PTK7-214	PTK7
PTK7-216	PTK7
PTK7-206	PTK7
PTK7-219	PTK7
PTK7-220	PTK7
PTK7-211	PTK7
PTK7-207	PTK7
MTCH1-201	MTCH1
MTCH1-202	MTCH1
MTCH1-203	MTCH1
MTCH1-204	MTCH1
PDGFRB-201	PDGFRB
PDGFRB-207	PDGFRB
PDGFRB-202	PDGFRB
PDGFRB-204	PDGFRB
ATP2A3-205	ATP2A3
ATP2A3-204	ATP2A3
ATP2A3-208	ATP2A3
ATP2A3-203	ATP2A3
ATP2A3-202	ATP2A3
ATP2A3-206	ATP2A3
ATP2A3-210	ATP2A3
ATP2A3-201	ATP2A3
ATP5J-206	ATP5PF
ATP5J-205	ATP5PF
ATP5J-201	ATP5PF
ATP5J-207	ATP5PF
ATP5J-203	ATP5PF
ATP5J-202	ATP5PF
ATP5J-204	ATP5PF
CDC42BPA-204	CDC42BPA
CDC42BPA-201	CDC42BPA
CDC42BPA-205	CDC42BPA
CDC42BPA-209	CDC42BPA
CDC42BPA-208	CDC42BPA
CDC42BPA-206	CDC42BPA
CDC42BPA-207	CDC42BPA
CDC42BPA-203	CDC42BPA
CDC42BPA-202	CDC42BPA
SLC30A5-202	SLC30A5
SLC30A5-201	SLC30A5
SLC30A5-204	SLC30A5
SLC30A5-203	SLC30A5
SLC30A5-208	SLC30A5
SLC30A5-206	SLC30A5
SLC30A5-209	SLC30A5
OR13C9-201	OR13C9
OR13C2-201	OR13C2
OR13C8-201	OR13C8
MEIKIN-202	MEIKIN
MEIKIN-203	MEIKIN
MEIKIN-205	MEIKIN
ETNK1-201	ETNK1
ETNK1-202	ETNK1
ETNK1-203	ETNK1
ETNK1-206	ETNK1
LNX1-202	LNX1
LNX1-201	LNX1
LNX1-209	LNX1
LNX1-206	LNX1
LNX1-208	LNX1
LNX1-205	LNX1
LNX1-203	LNX1
PDHA2-201	PDHA2
UMODL1-204	UMODL1
UMODL1-203	UMODL1
UMODL1-206	UMODL1
UMODL1-205	UMODL1
UMODL1-213	UMODL1
UMODL1-208	UMODL1
UMODL1-214	UMODL1
UMODL1-201	UMODL1
UMODL1-207	UMODL1
UMODL1-212	UMODL1
CLINT1-206	CLINT1
CLINT1-210	CLINT1
CLINT1-201	CLINT1
CLINT1-207	CLINT1
CLINT1-205	CLINT1
CLINT1-203	CLINT1
CLINT1-204	CLINT1
RPL18-208	RPL18
RPL18-204	RPL18
RPL18-201	RPL18
RPL18-209	RPL18
RPL18-214	RPL18
RPL18-202	RPL18
RPL18-206	RPL18
RPL18-205	RPL18
RPL18-211	RPL18
PLD5-208	PLD5
PLD5-201	PLD5
PLD5-202	PLD5
PLD5-206	PLD5
PLD5-205	PLD5
PLD5-204	PLD5
PLD5-203	PLD5
ZCCHC4-201	ZCCHC4
ZCCHC4-204	ZCCHC4
ZCCHC4-202	ZCCHC4
ZCCHC4-206	ZCCHC4
P2RX1-201	P2RX1
P2RX1-202	P2RX1
FGD3-202	FGD3
FGD3-204	FGD3
FGD3-203	FGD3
FGD3-201	FGD3
CBR4-207	CBR4
CBR4-201	CBR4
CBR4-202	CBR4
CBR4-203	CBR4
CBR4-204	CBR4
CBR4-205	CBR4
CEP95-203	CEP95
CEP95-209	CEP95
CEP95-210	CEP95
CEP95-212	CEP95
CEP95-202	CEP95
CEP95-216	CEP95
CEP95-205	CEP95
CEP95-217	CEP95
CEP95-218	CEP95
CEP95-201	CEP95
CLEC18A-202	CLEC18A
CLEC18A-208	CLEC18A
CLEC18A-201	CLEC18A
CLEC18A-204	CLEC18A
CLEC18A-209	CLEC18A
CLEC18A-203	CLEC18A
CDC23-202	CDC23
CDC23-207	CDC23
CDC23-209	CDC23
CDC23-201	CDC23
CDC23-208	CDC23
ERN1-201	ERN1
ERN1-208	ERN1
TIAF1-201	TIAF1
DEFB103B-201	DEFB103B
PRR29-204	PRR29
PRR29-209	PRR29
PRR29-205	PRR29
PRR29-203	PRR29
PRR29-202	PRR29
PRR29-210	PRR29
PRR29-207	PRR29
ZNF668-205	ZNF668
ZNF668-202	ZNF668
ZNF668-201	ZNF668
ZNF668-209	ZNF668
ZNF668-203	ZNF668
ZNF668-206	ZNF668
ZNF668-204	ZNF668
ZNF668-208	ZNF668
ZNF668-207	ZNF668
CCER2-202	CCER2
CCER2-201	CCER2
CHCHD1-202	CHCHD1
CHCHD1-201	CHCHD1
PMVK-201	PMVK
SYNGAP1-231	SYNGAP1
SYNGAP1-229	SYNGAP1
SYNGAP1-230	SYNGAP1
SYNGAP1-228	SYNGAP1
NAALAD2-205	NAALAD2
NAALAD2-210	NAALAD2
NAALAD2-207	NAALAD2
NAALAD2-201	NAALAD2
NAALAD2-204	NAALAD2
NAALAD2-202	NAALAD2
NAALAD2-206	NAALAD2
PPARGC1B-202	PPARGC1B
PPARGC1B-203	PPARGC1B
PPARGC1B-201	PPARGC1B
PPARGC1B-204	PPARGC1B
PPARGC1B-205	PPARGC1B
BRINP3-201	BRINP3
BRINP3-204	BRINP3
BRINP3-202	BRINP3
SCAND1-201	SCAND1
SCAND1-202	SCAND1
SCAND1-203	SCAND1
NEDD1-201	NEDD1
NEDD1-203	NEDD1
NEDD1-206	NEDD1
NEDD1-212	NEDD1
NEDD1-209	NEDD1
NEDD1-208	NEDD1
NEDD1-202	NEDD1
NEDD1-205	NEDD1
NEDD1-213	NEDD1
NEDD1-204	NEDD1
PTCD3-201	PTCD3
PTCD3-202	PTCD3
PTCD3-203	PTCD3
PTCD3-204	PTCD3
PTCD3-220	PTCD3
SESN2-201	SESN2
OAS3-201	OAS3
OAS3-207	OAS3
OAS3-205	OAS3
OAS3-204	OAS3
SNRPD1-201	SNRPD1
SNRPD1-203	SNRPD1
SNRPD1-204	SNRPD1
SMAGP-203	SMAGP
SMAGP-201	SMAGP
SMAGP-202	SMAGP
SMAGP-205	SMAGP
SMAGP-208	SMAGP
SMAGP-207	SMAGP
SMAGP-204	SMAGP
SMAGP-206	SMAGP
ADGRG5-202	ADGRG5
ADGRG5-207	ADGRG5
ADGRG5-201	ADGRG5
KAZALD1-201	KAZALD1
HIST2H2AC-201	HIST2H2AC
KCNRG-202	KCNRG
KCNRG-201	KCNRG
PDPK1-202	PDPK1
PDPK1-215	PDPK1
PDPK1-204	PDPK1
PDPK1-201	PDPK1
PDPK1-210	PDPK1
PDPK1-213	PDPK1
PDPK1-203	PDPK1
PDPK1-206	PDPK1
PDPK1-211	PDPK1
PRRC2A-201	PRRC2A
PRRC2A-202	PRRC2A
WFIKKN1-201	WFIKKN1
RNF5-209	RNF5
RNF5-210	RNF5
BAG3-201	BAG3
BAG3-202	BAG3
MDC1-219	MDC1
MDC1-222	MDC1
MDC1-221	MDC1
MDC1-220	MDC1
MDC1-218	MDC1
MDC1-226	MDC1
C4orf47-203	C4orf47
C4orf47-204	C4orf47
C4orf47-202	C4orf47
C4orf47-201	C4orf47
DDX60-201	DDX60
DDX60-204	DDX60
DDX60-205	DDX60
DDX60-206	DDX60
SETD1B-203	SETD1B
SETD1B-202	SETD1B
SETD1B-201	SETD1B
SETD1B-204	SETD1B
XRCC6-202	XRCC6
XRCC6-203	XRCC6
XRCC6-201	XRCC6
XRCC6-205	XRCC6
XRCC6-204	XRCC6
XRCC6-206	XRCC6
CEP170B-204	CEP170B
CEP170B-202	CEP170B
CEP170B-203	CEP170B
NCR3-235	NCR3
NCR3-237	NCR3
NCR3-236	NCR3
NCR3-238	NCR3
NCR3-240	NCR3
COMMD6-203	COMMD6
COMMD6-204	COMMD6
COMMD6-201	COMMD6
COMMD6-202	COMMD6
COMMD6-205	COMMD6
COMMD6-213	COMMD6
IL10-202	IL10
IL10-203	IL10
ANXA10-201	ANXA10
IL2RA-203	IL2RA
IL2RA-202	IL2RA
IL2RA-201	IL2RA
IL2RA-204	IL2RA
OR10C1-213	OR10C1
OR10C1-214	OR10C1
SLC25A13-201	SLC25A13
SLC25A13-203	SLC25A13
SLC25A13-202	SLC25A13
ALKBH6-204	ALKBH6
ALKBH6-214	ALKBH6
ALKBH6-215	ALKBH6
ALKBH6-213	ALKBH6
ALKBH6-202	ALKBH6
ALKBH6-212	ALKBH6
ALKBH6-201	ALKBH6
ALKBH6-217	ALKBH6
ALKBH6-211	ALKBH6
VAMP7-202	VAMP7
VAMP7-206	VAMP7
VAMP7-201	VAMP7
VAMP7-203	VAMP7
COPS4-206	COPS4
COPS4-201	COPS4
COPS4-207	COPS4
COPS4-205	COPS4
COPS4-202	COPS4
COPS4-209	COPS4
ADAMTS19-201	ADAMTS19
ADAMTS19-203	ADAMTS19
ADAMTS19-202	ADAMTS19
OR8K1-201	OR8K1
OR11H4-201	OR11H4
CRP-201	CRP
CRP-204	CRP
CRP-203	CRP
CRP-202	CRP
CRP-205	CRP
ABI3BP-206	ABI3BP
ABI3BP-201	ABI3BP
ABI3BP-216	ABI3BP
ABI3BP-212	ABI3BP
ABI3BP-218	ABI3BP
ABI3BP-207	ABI3BP
ABI3BP-220	ABI3BP
ABI3BP-210	ABI3BP
ABI3BP-209	ABI3BP
ABI3BP-203	ABI3BP
ABI3BP-226	ABI3BP
ABI3BP-221	ABI3BP
ABI3BP-215	ABI3BP
ABI3BP-222	ABI3BP
ABI3BP-229	ABI3BP
ABI3BP-227	ABI3BP
ABI3BP-202	ABI3BP
ABI3BP-211	ABI3BP
ABI3BP-219	ABI3BP
ABI3BP-224	ABI3BP
ABI3BP-223	ABI3BP
TAS2R20-202	TAS2R20
SLFN12L-201	SLFN12L
SLFN12L-202	SLFN12L
SLFN12L-205	SLFN12L
TLR10-201	TLR10
TLR10-204	TLR10
TLR10-206	TLR10
TLR10-203	TLR10
TLR10-207	TLR10
TLR10-202	TLR10
TLR10-208	TLR10
IL16-212	IL16
IL16-202	IL16
IL16-208	IL16
IL16-204	IL16
IL16-201	IL16
IL16-210	IL16
IL16-203	IL16
IL16-206	IL16
IL16-205	IL16
OR10J1-201	OR10J1
FAM46C-201	TENT5C
ATP6V0C-201	ATP6V0C
ATP6V0C-204	ATP6V0C
ATP6V0C-203	ATP6V0C
ATP6V0C-202	ATP6V0C
NOX3-201	NOX3
SH2B1-208	SH2B1
SH2B1-212	SH2B1
SH2B1-201	SH2B1
SH2B1-202	SH2B1
SH2B1-211	SH2B1
SH2B1-206	SH2B1
SH2B1-203	SH2B1
SH2B1-205	SH2B1
SH2B1-204	SH2B1
SH2B1-210	SH2B1
SH2B1-207	SH2B1
SH2B1-215	SH2B1
SH2B1-213	SH2B1
SH2B1-216	SH2B1
OR2J3-201	OR2J3
NFKBIL1-213	NFKBIL1
NFKBIL1-211	NFKBIL1
NFKBIL1-212	NFKBIL1
C6orf136-223	C6orf136
C6orf136-222	C6orf136
C6orf136-224	C6orf136
COL20A1-201	COL20A1
COL20A1-203	COL20A1
COL20A1-202	COL20A1
COL20A1-204	COL20A1
RHD-201	RHD
RHD-207	RHD
RHD-204	RHD
RHD-203	RHD
RHD-209	RHD
RHD-202	RHD
RHD-206	RHD
RHD-210	RHD
AL449266.1-201	AL449266.1
AC104109.3-201	AC104109.3
HLA-DRA-215	HLA-DRA
HLA-DRA-216	HLA-DRA
BTNL2-225	BTNL2
BTNL2-224	BTNL2
BTNL2-223	BTNL2
BTNL2-226	BTNL2
BTNL2-227	BTNL2
ATP13A4-204	ATP13A4
ATP13A4-205	ATP13A4
ATP13A4-207	ATP13A4
ATP13A4-203	ATP13A4
ATP13A4-202	ATP13A4
ATP13A4-206	ATP13A4
ATP13A4-201	ATP13A4
HRASLS-201	HRASLS
HRASLS-202	HRASLS
SEPHS2-201	SEPHS2
AC018630.6-201	AC018630.2
TAS2R14-202	TAS2R14
CDK15-205	CDK15
CDK15-202	CDK15
CDK15-201	CDK15
CDK15-204	CDK15
CDK15-203	CDK15
SEMA4F-202	SEMA4F
SEMA4F-204	SEMA4F
SEMA4F-208	SEMA4F
SEMA4F-201	SEMA4F
SEMA4F-205	SEMA4F
SEMA4F-203	SEMA4F
SEMA4F-207	SEMA4F
SEMA4F-206	SEMA4F
SEMA4F-210	SEMA4F
NUDCD3-202	NUDCD3
OR2T7-203	OR2T7
OR52E6-201	OR52E6
OR52E6-202	OR52E6
OR52N2-201	OR52N2
OR56B1-201	OR56B1
NXT1-201	NXT1
FAM20B-202	FAM20B
FAM20B-201	FAM20B
HLA-DRA-207	HLA-DRA
HLA-DRA-206	HLA-DRA
FAM133A-202	FAM133A
FAM133A-201	FAM133A
SLC22A10-206	SLC22A10
SLC22A10-201	SLC22A10
SLC22A10-204	SLC22A10
SLC22A10-203	SLC22A10
BOLA2-202	BOLA2
BOLA2-201	BOLA2
LRRC25-201	LRRC25
LRRC25-202	LRRC25
CT47A3-201	CT47A3
IL4R-216	IL4R
IL4R-202	IL4R
IL4R-206	IL4R
IL4R-204	IL4R
IL4R-211	IL4R
IL4R-203	IL4R
IL4R-218	IL4R
IL4R-217	IL4R
IL4R-208	IL4R
IL4R-207	IL4R
IL4R-212	IL4R
IL4R-213	IL4R
IL4R-201	IL4R
